id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1.116E+18,100%,58%,f,21,29,t,t,Dorchester,42.32123083,-71.0577439,Entire rental unit,Entire home/apt,2,1,0,1,$93.00 ,29,365,t,14,44,74,349,2,1,0,84,1,58,5394,4.5,5,4.5,4.5,5,5,4.5,f,9,9,0,0,0.12
1.11785E+18,100%,96%,f,5084,5865,t,t,Brighton,42.3477738,-71.1460998,Entire rental unit,Entire home/apt,4,2,2,2,$287.00 ,32,1125,t,0,0,2,277,0,0,0,12,0,0,0,,,,,,,,t,343,343,0,0,
1.1189E+18,N/A,40%,f,1,1,t,t,South Boston,42.3325797,-71.0484071,Entire condo,Entire home/apt,4,,3,,,28,365,t,0,0,0,0,10,2,0,0,9,112,,5,5,5,5,4.9,4.9,4.8,f,1,1,0,0,0.61
1.12025E+18,97%,96%,t,10,13,t,t,Dorchester,42.31467,-71.06034,Private room in rental unit,Private room,1,,1,,,91,365,t,0,0,22,201,0,0,0,31,0,0,,,,,,,,,f,4,0,4,0,
1.12043E+18,100%,94%,t,1,1,t,f,Hyde Park,42.24472839,-71.12051106,Entire rental unit,Entire home/apt,6,2,3,3,$250.00 ,1,1125,t,10,33,57,234,68,31,0,67,49,186,46500,4.85,4.9,4.75,4.97,4.9,4.66,4.65,f,1,1,0,0,3.86
1.1206E+18,100%,100%,t,1,1,t,t,Charlestown,42.37675,-71.05916,Entire rental unit,Entire home/apt,4,1,1,2,$229.00 ,1,14,t,2,16,25,95,88,54,4,25,51,255,58395,4.98,5,4.97,5,5,4.98,4.92,f,1,1,0,0,4.92
1.12126E+18,100%,100%,t,39,40,t,t,Brighton,42.348,-71.14659,Entire rental unit,Entire home/apt,2,1,1,2,$178.00 ,1,365,t,13,38,68,136,72,51,2,77,44,255,45390,4.9,4.92,4.97,4.81,4.9,4.92,4.71,t,39,39,0,0,4.05
1.12163E+18,100%,58%,f,21,29,t,t,Dorchester,42.32128,-71.05731,Entire rental unit,Entire home/apt,2,1,0,1,$93.00 ,31,365,t,30,60,90,365,0,0,0,99,0,0,0,,,,,,,,f,9,9,0,0,
1.12209E+18,100%,100%,t,39,40,t,t,Brighton,42.346668,-71.14443911,Entire rental unit,Entire home/apt,2,1,1,2,$163.00 ,1,365,t,20,47,77,145,91,61,3,86,49,255,41565,4.87,4.91,4.89,4.82,4.91,4.86,4.66,t,39,39,0,0,5.06
1.12261E+18,100%,100%,t,3,4,t,t,Fenway,42.34958907,-71.1001907,Entire rental unit,Entire home/apt,2,1,1,1,$126.00 ,29,90,t,0,21,51,231,5,3,0,61,4,174,21924,5,4.8,4.4,4.6,5,5,4.8,t,3,1,2,0,0.32
1.12298E+18,100%,96%,f,5084,5865,t,t,Brighton,42.3477738,-71.1460998,Entire rental unit,Entire home/apt,2,1,0,1,$226.00 ,32,1125,t,0,0,0,250,0,0,0,0,0,0,0,,,,,,,,t,343,343,0,0,
1.12533E+18,N/A,0%,f,1,1,t,f,Beacon Hill,42.3603,-71.06588,Private room in home,Private room,4,,2,,,1,365,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,f,1,0,1,0,
1.12546E+18,97%,99%,f,6,25,t,t,South End,42.34636307,-71.06294728,Entire rental unit,Entire home/apt,5,1,1,2,$418.00 ,29,365,t,22,45,75,338,0,0,0,84,0,0,0,,,,,,,,f,5,5,0,0,
1.12613E+18,100%,75%,f,5,5,t,t,Beacon Hill,42.3569413,-71.069678,Room in hotel,Private room,2,1,1,1,,1,365,t,13,41,68,75,0,0,0,75,0,0,,,,,,,,,t,5,0,5,0,
1.12613E+18,100%,75%,f,5,5,t,t,Beacon Hill,42.3569413,-71.069678,Room in hotel,Private room,2,1,1,1,,1,365,t,19,48,78,87,2,1,0,87,1,6,,4,4.5,5,4,4,5,4,t,5,0,5,0,0.15
1.12613E+18,100%,75%,f,5,5,t,t,Beacon Hill,42.3569413,-71.069678,Room in hotel,Private room,2,,1,,,1,365,t,11,29,59,68,0,0,0,68,0,0,,,,,,,,,t,5,0,5,0,
1.12613E+18,100%,75%,f,5,5,t,t,Beacon Hill,42.3569413,-71.069678,Room in hotel,Private room,2,1,1,1,,1,365,t,8,27,50,59,0,0,0,59,0,0,,,,,,,,,t,5,0,5,0,
1.12613E+18,100%,75%,f,5,5,t,t,Beacon Hill,42.3569413,-71.069678,Room in hotel,Private room,2,1,1,1,,1,365,t,13,40,69,78,0,0,0,78,0,0,,,,,,,,,t,5,0,5,0,
1.12694E+18,89%,94%,f,19,49,t,t,North End,42.36469,-71.05528,Entire rental unit,Entire home/apt,4,1,2,2,$285.00 ,3,365,t,4,21,43,237,54,38,2,53,27,228,64980,4.83,4.89,4.74,4.94,4.7,4.96,4.76,f,14,12,2,0,3.07
1.12819E+18,100%,96%,f,5084,5865,t,t,Downtown,42.365947,-71.063473,Entire rental unit,Entire home/apt,4,2,2,2,$514.00 ,32,1125,t,0,0,0,144,0,0,0,0,0,0,0,,,,,,,,t,343,343,0,0,
1.12828E+18,99%,98%,f,20,22,t,t,Bay Village,42.348419,-71.069839,Private room in rental unit,Private room,2,1,1,1,$131.00 ,2,500,t,15,21,51,260,5,2,0,60,4,12,1572,4,4,3.6,5,4.6,4.2,4,t,20,5,15,0,0.32
1.12891E+18,87%,76%,f,102,193,t,t,Longwood Medical Area,42.3411,-71.10624,Entire rental unit,Entire home/apt,5,2,2,3,$611.00 ,4,365,t,30,60,90,365,1,0,0,100,1,0,0,5,5,5,5,5,5,5,f,72,72,0,0,0.07
1.12892E+18,87%,76%,f,102,193,t,t,Longwood Medical Area,42.33966,-71.10409,Entire rental unit,Entire home/apt,6,2,2,3,$611.00 ,4,365,t,30,60,90,365,0,0,0,99,0,0,0,,,,,,,,f,72,72,0,0,
1.12982E+18,99%,100%,f,12,19,t,t,North End,42.36748,-71.05456,Entire rental unit,Entire home/apt,3,1,1,2,$133.00 ,2,365,t,3,11,33,276,69,29,2,38,50,174,23142,4.62,4.62,4.45,4.86,4.75,4.86,4.48,t,7,7,0,0,3.92
1.12982E+18,99%,100%,f,12,19,t,t,North End,42.36709266,-71.05351149,Entire rental unit,Entire home/apt,3,1,1,2,$133.00 ,2,365,t,6,20,37,282,64,30,2,42,48,180,23940,4.63,4.78,4.47,4.92,4.84,4.98,4.61,t,7,7,0,0,3.6
1.12985E+18,100%,78%,f,2,2,t,t,South Boston,42.33687904,-71.04150395,Entire rental unit,Entire home/apt,4,,2,,,2,365,t,0,0,0,0,56,27,1,0,38,162,,4.66,4.59,4.59,4.95,4.91,4.86,4.59,f,1,1,0,0,3.18
1.13074E+18,100%,87%,f,14,22,t,t,Roxbury,42.33724687,-71.08557852,Entire rental unit,Entire home/apt,4,2,2,2,$306.00 ,30,1125,t,2,9,29,186,16,6,0,38,16,255,78030,4.88,4.94,4.88,4.94,4.88,4.75,4.88,f,12,12,0,0,0.96
1.13133E+18,100%,98%,t,50,57,t,t,South Boston,42.3301,-71.05538,Entire home,Entire home/apt,12,3,5,6,$808.00 ,29,365,t,30,60,90,269,1,1,0,99,0,58,46864,5,5,5,5,5,5,5,f,18,8,10,0,0.31
1.13137E+18,90%,99%,t,266,1126,t,t,South Boston Waterfront,42.35355842,-71.04771396,Entire rental unit,Entire home/apt,3,1,1,1,$250.00 ,32,270,t,1,31,61,330,0,0,0,70,0,0,0,,,,,,,,t,43,43,0,0,
1.13137E+18,90%,99%,t,266,1126,t,t,South Boston Waterfront,42.35201,-71.04772,Entire rental unit,Entire home/apt,3,1,1,1,$240.00 ,32,270,t,0,18,48,318,0,0,0,58,0,0,0,,,,,,,,t,43,43,0,0,
1.13137E+18,90%,99%,t,266,1126,t,t,South Boston Waterfront,42.35169,-71.04626,Entire rental unit,Entire home/apt,3,1,1,1,$297.00 ,32,270,t,22,52,82,351,0,0,0,91,0,0,0,,,,,,,,t,43,43,0,0,
1.13137E+18,90%,99%,t,266,1126,t,t,South Boston Waterfront,42.35238,-71.0475,Entire rental unit,Entire home/apt,3,1,1,1,$240.00 ,32,270,t,0,17,47,317,0,0,0,57,0,0,0,,,,,,,,t,43,43,0,0,
1.13137E+18,90%,99%,t,266,1126,t,t,Back Bay,42.34713,-71.08009,Entire rental unit,Entire home/apt,3,1,1,1,$195.00 ,32,270,t,0,0,6,275,0,0,0,15,0,0,0,,,,,,,,t,43,43,0,0,
1.13179E+18,100%,99%,f,106,170,t,t,Jamaica Plain,42.32436,-71.10818,Entire rental unit,Entire home/apt,8,,4,,,29,365,t,0,0,0,0,9,0,0,0,9,0,,4.78,4.44,4.78,4.89,5,4.56,4.33,f,1,1,0,0,0.56
1.13183E+18,90%,99%,t,266,1126,t,t,Back Bay,42.34923516,-71.07898979,Entire rental unit,Entire home/apt,3,1,1,1,$250.00 ,32,270,t,9,39,69,338,0,0,0,78,0,0,0,,,,,,,,t,43,43,0,0,
1.13196E+18,100%,93%,,280,445,t,t,Beacon Hill,42.36033286,-71.0709537,Entire rental unit,Entire home/apt,2,1,2,2,$110.00 ,29,365,t,9,39,69,229,4,3,0,78,3,174,19140,4.75,4.75,5,5,5,5,4.75,f,115,52,63,0,0.31
1.13197E+18,100%,91%,f,3,3,t,t,Allston,42.3600962,-71.12764886,Private room in home,Private room,2,1,1,1,$70.00 ,28,365,t,0,0,8,188,2,2,1,18,0,112,7840,5,5,4,5,5,5,4,f,3,0,3,0,0.79
1.13212E+18,95%,91%,f,117,207,t,t,Dorchester,42.29536,-71.05618,Entire rental unit,Entire home/apt,8,2,3,3,$240.00 ,30,1125,t,0,29,59,334,2,1,0,69,1,60,14400,5,5,4.5,5,5,4.5,4.5,f,33,33,0,0,0.15
1.13257E+18,100%,83%,f,6,6,t,t,Downtown,42.3564,-71.05731,Room in hotel,Private room,2,1,1,1,,1,365,t,29,59,89,99,0,0,0,98,0,0,,,,,,,,,t,6,0,6,0,
1.13257E+18,100%,83%,f,6,6,t,t,Downtown,42.3564,-71.05731,Room in hotel,Private room,2,,1,,,1,365,t,25,48,78,88,7,6,2,87,2,36,,4.71,4.86,5,5,5,5,4.71,t,6,0,6,0,0.4
1.13257E+18,100%,83%,f,6,6,t,t,Downtown,42.3564,-71.05731,Room in hotel,Private room,2,1,1,1,,1,365,t,9,30,59,69,2,2,0,68,0,12,,3.5,4,5,4,4,5,3,t,6,0,6,0,0.31
1.13257E+18,100%,83%,f,6,6,t,t,Downtown,42.3564,-71.05731,Room in hotel,Private room,2,1,1,1,,1,365,t,1,1,1,1,0,0,0,1,0,0,,,,,,,,,t,6,0,6,0,
1.13257E+18,100%,83%,f,6,6,t,t,Downtown,42.3564,-71.05731,Room in hotel,Private room,2,1,1,1,$558.00 ,1,365,t,29,59,89,99,0,0,0,98,0,0,0,,,,,,,,t,6,0,6,0,
1.13257E+18,100%,83%,f,6,6,t,t,Downtown,42.3564,-71.05731,Room in hotel,Private room,2,1,1,1,,1,365,t,2,2,2,2,0,0,0,2,0,0,,,,,,,,,t,6,0,6,0,
1.13288E+18,100%,100%,t,39,40,t,t,Brighton,42.34605,-71.14576,Entire rental unit,Entire home/apt,2,1,0,2,$193.00 ,1,365,t,12,42,72,154,55,42,3,82,24,252,48636,4.75,4.76,4.85,4.73,4.84,4.8,4.64,t,39,39,0,0,3.14
1.13297E+18,100%,100%,t,32,32,t,t,Back Bay,42.34769841,-71.08334862,Entire rental unit,Entire home/apt,4,2,2,0,$490.00 ,29,365,t,20,50,80,89,4,3,0,89,1,174,85260,5,5,5,5,5,5,5,t,30,28,2,0,0.29
1.13479E+18,100%,98%,t,5,5,t,t,Downtown,42.3563603,-71.0617784,Entire rental unit,Entire home/apt,6,3,3,3,"$1,215.00 ",29,365,t,30,39,39,39,20,7,0,39,17,255,309825,4.8,4.9,5,4.85,4.9,4.85,4.6,f,5,5,0,0,1.15
1.13485E+18,100%,99%,t,1,1,t,t,East Boston,42.3673067,-71.0378328,Entire condo,Entire home/apt,7,2,3,4,$337.00 ,1,1125,t,10,20,35,297,93,64,6,42,45,255,85935,4.98,4.97,4.98,4.95,4.98,4.8,4.83,f,1,1,0,0,5.5
1.13575E+18,100%,100%,t,7,8,t,t,Roxbury,42.32751,-71.08527,Private room in home,Private room,2,1,1,1,$112.00 ,1,365,t,4,21,45,222,195,115,8,55,113,255,28560,4.88,4.91,4.74,4.96,4.95,4.49,4.84,f,7,1,6,0,11.29
1.13575E+18,100%,100%,t,7,8,t,t,Roxbury,42.32616888,-71.08676647,Private room in home,Private room,2,1,1,1,$83.00 ,1,365,t,3,6,24,24,177,114,8,24,92,255,21165,4.79,4.82,4.73,4.91,4.94,4.62,4.81,f,7,1,6,0,10.21
1.13578E+18,100%,100%,t,7,8,t,t,Roxbury,42.326212,-71.08694338,Private room in home,Private room,1,1,1,1,$61.00 ,1,365,t,23,32,32,32,115,62,6,32,71,255,15555,4.8,4.77,4.74,4.91,4.95,4.58,4.78,f,7,1,6,0,6.71
1.13615E+18,100%,98%,t,5,5,t,t,Downtown,42.3563603,-71.0617784,Entire rental unit,Entire home/apt,6,3,3,3,"$1,350.00 ",29,365,t,26,35,35,35,35,16,0,35,31,255,344250,4.97,4.97,4.97,4.97,4.97,4.86,4.89,f,5,5,0,0,2.01
1.13615E+18,100%,98%,t,5,5,t,t,Downtown,42.35718015,-71.06255274,Entire rental unit,Entire home/apt,6,,3,,,29,365,t,17,26,26,26,30,15,0,26,25,255,,5,5,4.97,4.93,4.97,4.73,4.9,f,5,5,0,0,1.72
1.13616E+18,100%,98%,t,5,5,t,t,Downtown,42.35602,-71.06094,Entire rental unit,Entire home/apt,6,,3,,,29,365,t,27,36,36,36,12,5,0,36,10,255,,4.83,5,5,5,5,4.25,4.58,f,5,5,0,0,0.71
1.13616E+18,100%,98%,t,5,5,t,t,Downtown,42.35534,-71.0629,Entire rental unit,Entire home/apt,6,3,3,3,"$1,350.00 ",29,365,t,30,39,39,39,9,4,0,39,8,232,313200,4.89,4.89,5,4.89,5,4.78,4.89,f,5,5,0,0,0.55
1.13699E+18,100%,99%,f,3,5,t,t,Mattapan,42.27246293,-71.09133046,Entire home,Entire home/apt,6,2,2,4,$238.00 ,29,365,t,2,24,54,329,37,25,0,64,20,255,60690,4.92,4.86,4.92,4.92,4.92,4.59,4.81,t,1,1,0,0,2.26
1.13718E+18,100%,100%,t,39,40,t,t,Brighton,42.34606114,-71.14480196,Entire rental unit,Entire home/apt,4,1,2,3,$239.00 ,1,365,t,14,44,74,143,97,66,2,84,46,255,60945,4.77,4.81,4.93,4.74,4.92,4.82,4.68,t,39,39,0,0,5.61
1.13753E+18,100%,100%,t,7,8,t,t,Roxbury,42.32743877,-71.085003,Private room in home,Private room,2,1,1,1,$80.00 ,1,365,t,1,13,42,48,176,115,8,48,92,255,20400,4.86,4.87,4.73,4.96,4.95,4.62,4.84,f,7,1,6,0,10.11
1.13789E+18,100%,87%,t,4,9,t,t,Allston,42.35900149,-71.12519092,Private room in home,Private room,1,,,,,28,365,t,0,0,0,8,8,7,1,8,3,255,,4.88,4.75,4.5,4.88,5,4.75,4.5,f,4,0,4,0,0.54
1.13838E+18,100%,100%,t,7,8,t,t,Roxbury,42.32775904,-71.08533089,Private room in home,Private room,2,1,1,1,$81.00 ,1,30,t,3,19,44,206,199,142,7,47,97,255,20655,4.83,4.86,4.73,4.95,4.9,4.6,4.79,f,7,1,6,0,11.66
1.13847E+18,90%,99%,t,266,1126,t,t,Back Bay,42.34722,-71.08026,Entire rental unit,Entire home/apt,3,1,1,1,$250.00 ,32,270,t,22,52,82,351,0,0,0,91,0,0,0,,,,,,,,t,43,43,0,0,
1.13848E+18,90%,99%,t,266,1126,t,t,Back Bay,42.34758287,-71.07896338,Entire rental unit,Entire home/apt,3,,1,,,32,270,t,0,16,46,315,0,0,0,55,0,0,,,,,,,,,t,43,43,0,0,
1.13848E+18,90%,99%,t,266,1126,t,t,Back Bay,42.34735001,-71.07892405,Entire rental unit,Entire home/apt,3,1,1,1,$260.00 ,32,270,t,30,60,90,359,0,0,0,99,0,0,0,,,,,,,,t,43,43,0,0,
1.13852E+18,90%,99%,t,266,1126,t,t,Fenway,42.34558,-71.09819,Entire rental unit,Entire home/apt,5,2,2,2,$340.00 ,32,270,t,0,23,53,322,0,0,0,62,0,0,0,,,,,,,,t,43,43,0,0,
1.13918E+18,100%,87%,t,4,9,t,t,Allston,42.35933215,-71.12307711,Private room in home,Private room,1,1,1,1,$93.00 ,29,365,t,3,10,40,220,6,4,0,50,3,232,21576,4.83,4.67,4.67,5,5,4.83,4.17,f,4,0,4,0,0.43
1.13927E+18,33%,28%,f,33,75,t,t,Fenway,42.34797971,-71.10197428,Entire rental unit,Entire home/apt,6,,2,,,4,365,t,30,60,90,255,2,1,0,99,2,8,,5,4.5,4.5,4.5,4.5,5,4,f,16,16,0,0,0.14
1.14042E+18,100%,97%,t,5,5,t,t,Dorchester,42.30504,-71.0665,Entire rental unit,Entire home/apt,4,1,2,2,$147.00 ,3,365,t,8,24,54,327,19,14,0,63,9,84,12348,4.79,4.79,4.84,4.79,4.68,4.11,4.68,f,5,5,0,0,1.15
1.14055E+18,100%,87%,t,4,9,t,t,Allston,42.36096,-71.12318,Private room in home,Private room,2,1,1,1,$88.00 ,28,365,t,0,0,6,160,6,5,0,15,2,255,22440,4.83,4.83,4.5,5,5,4.67,4.5,f,4,0,4,0,0.44
1.14056E+18,100%,87%,t,4,9,t,t,Allston,42.36124351,-71.124509,Private room in home,Private room,1,1,1,1,$91.00 ,29,365,t,0,0,0,171,4,2,0,1,3,116,10556,5,5,4.75,5,5,4.75,4.75,f,4,0,4,0,0.27
1.14128E+18,100%,96%,t,2,2,t,t,Jamaica Plain,42.3228114,-71.106862,Entire rental unit,Entire home/apt,3,1,1,1,$144.00 ,2,365,t,10,36,66,243,17,17,0,76,0,102,14688,4.76,4.76,4.71,4.94,4.94,4.76,4.65,f,2,2,0,0,3.29
1.1428E+18,100%,63%,t,3,3,t,t,Beacon Hill,42.3593,-71.06664,Private room in condo,Private room,2,1,1,0,$135.00 ,29,365,t,0,8,8,140,9,0,0,8,9,0,0,5,5,4.89,5,5,5,5,f,2,1,1,0,0.53
1.14303E+18,100%,100%,t,39,40,t,t,Brighton,42.34866312,-71.14663905,Entire rental unit,Entire home/apt,4,2,2,5,$202.00 ,1,365,t,20,50,76,145,80,48,1,86,56,255,51510,4.8,4.75,4.94,4.63,4.71,4.85,4.73,t,39,39,0,0,4.67
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,3,1,1,2,"$50,000.00 ",1,1125,t,22,52,82,311,0,0,0,91,0,0,0,,,,,,,,t,46,0,0,0,
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,3,1,1,2,"$40,000.00 ",1,1125,t,22,52,82,311,1,1,0,91,0,6,240000,5,5,5,5,5,5,5,t,46,0,0,0,0.34
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,,1,,,1,1125,t,21,51,81,323,4,3,0,90,1,18,,4.25,4.75,4.75,5,4.75,5,4.25,t,46,0,0,0,0.31
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,1,1,1,"$40,000.00 ",1,1125,t,21,51,81,323,0,0,0,90,0,0,0,,,,,,,,t,46,0,0,0,
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,4,1,1,2,"$50,000.00 ",1,1125,t,21,51,81,322,7,7,1,90,1,42,2100000,5,5,5,5,5,5,4.86,t,46,0,0,0,0.78
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,4,,1,,,1,1125,t,21,51,81,322,1,1,1,90,0,6,,5,5,5,5,5,5,5,t,46,0,0,0,1
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,8,2,2,4,"$50,000.00 ",1,1125,t,21,51,81,322,3,1,0,90,2,6,300000,4,3.67,4.33,4,5,4.67,4,t,46,0,0,0,0.2
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,8,2,2,4,"$40,000.00 ",1,1125,t,21,51,81,322,0,0,0,90,0,0,0,,,,,,,,t,46,0,0,0,
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,12,3,3,6,"$50,000.00 ",1,1125,t,21,51,81,322,2,2,0,90,1,12,600000,5,4.5,5,5,4.5,5,4.5,t,46,0,0,0,0.22
1.14575E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,12,3,3,6,"$40,000.00 ",1,1125,t,21,51,81,322,0,0,0,90,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,16,4,4,8,"$40,000.00 ",1,1125,t,21,51,81,320,0,0,0,90,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,16,,4,,,1,1125,t,21,51,81,320,0,0,0,90,0,0,,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,1,1,1,"$40,000.00 ",1,1125,t,11,35,65,303,0,0,0,74,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,1,1,1,"$40,000.00 ",1,1125,t,11,35,65,303,0,0,0,74,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,4,,1,,,1,1125,t,17,46,76,315,0,0,0,85,0,0,,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,4,1,1,2,"$50,000.00 ",1,1125,t,18,47,77,316,6,6,0,86,0,36,1800000,5,5,5,5,4.83,5,4.5,t,46,0,0,0,0.93
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,8,2,2,4,"$50,000.00 ",1,1125,t,17,46,76,315,0,0,0,85,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,8,2,2,4,"$40,000.00 ",1,1125,t,17,46,76,315,0,0,0,85,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,12,3,3,6,"$50,000.00 ",1,1125,t,17,46,76,315,3,3,0,85,1,18,900000,4.67,4.67,4.67,4.67,5,4.67,4.33,t,46,0,0,0,0.3
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,12,3,3,6,"$40,000.00 ",1,1125,t,17,46,76,315,0,0,0,85,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,16,4,4,8,"$40,000.00 ",1,1125,t,17,46,76,315,0,0,0,85,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,16,4,4,8,"$40,000.00 ",1,1125,t,17,46,76,315,0,0,0,85,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,1,1,1,"$50,000.00 ",1,1125,t,18,47,75,310,0,0,0,84,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,1,1,1,"$40,000.00 ",1,1125,t,18,47,75,310,1,1,0,84,0,6,240000,4,4,5,5,5,5,4,t,46,0,0,0,0.32
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,4,1,1,2,"$40,000.00 ",1,1125,t,18,41,71,304,0,0,0,80,0,0,0,,,,,,,,t,46,0,0,0,
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,4,1,1,2,"$50,000.00 ",1,1125,t,18,41,71,304,3,3,0,80,0,18,900000,4.67,4.67,4.33,5,4.67,5,4.67,t,46,0,0,0,0.62
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,8,2,2,4,"$50,000.00 ",1,1125,t,17,40,70,303,3,2,0,79,1,12,600000,4.67,4.33,4.67,4,4.67,4.67,4.67,t,46,0,0,0,0.21
1.14576E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,8,2,2,4,"$50,000.00 ",1,1125,t,17,40,70,303,0,0,0,79,0,0,0,,,,,,,,t,46,0,0,0,
1.14577E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,12,3,3,6,"$40,000.00 ",1,1125,t,17,40,70,303,0,0,0,79,0,0,0,,,,,,,,t,46,0,0,0,
1.14577E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,12,3,3,6,"$40,000.00 ",1,1125,t,17,40,70,303,1,1,0,79,0,6,240000,4,4,5,5,4,5,3,t,46,0,0,0,0.14
1.14577E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,16,4,4,8,"$50,000.00 ",1,1125,t,17,40,70,302,2,2,0,79,0,12,600000,5,4.5,5,5,4.5,5,4,t,46,0,0,0,0.49
1.14577E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,16,4,4,8,"$40,000.00 ",1,1125,t,17,40,70,302,0,0,0,79,0,0,0,,,,,,,,t,46,0,0,0,
1.14577E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,1,1,1,"$40,000.00 ",1,1125,t,0,0,2,208,0,0,0,2,0,0,0,,,,,,,,t,46,0,0,0,
1.14577E+18,100%,90%,f,2864,6545,t,t,Bay Village,42.35042,-71.06731,Room in hotel,Hotel room,2,1,1,1,"$40,000.00 ",1,1125,t,0,0,2,208,0,0,0,2,0,0,0,,,,,,,,t,46,0,0,0,
